id,satisfaction,gender,customer_type,age,type_of_travel,class,flight_distance,seat_comfort,departure/arrival_time_convenient,food_and_drink,gate_location,inflight_wifi_service,inflight_entertainment,online_support,ease_of_online_booking,on-board_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_in_minutes,arrival_delay_in_minutes
19513,1,Female,Loyal Customer,28,Personal Travel,Eco,1603,5,5,5,5,3,4,3,5,5,5,5,3,5,4,0,0.0
19514,1,Female,Loyal Customer,65,Personal Travel,Eco,351,5,4,4,4,5,5,5,5,2,4,1,1,5,5,0,15.0
19515,0,Male,Loyal Customer,32,Personal Travel,Eco,1800,1,4,1,1,1,1,1,1,5,2,4,4,4,1,0,0.0
19516,0,Female,Loyal Customer,22,Business travel,Eco Plus,1294,3,3,3,3,3,3,2,3,4,3,4,3,3,3,5,3.0
19517,0,Male,Loyal Customer,49,Business travel,Eco Plus,2088,3,4,4,4,3,3,3,3,4,4,3,2,4,3,0,0.0
19518,1,Male,Loyal Customer,59,Business travel,Business,622,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,0.0
19519,1,Female,Loyal Customer,45,Personal Travel,Eco,982,3,3,3,3,4,4,5,4,4,4,4,5,4,4,0,0.0
19520,1,Male,Loyal Customer,54,Business travel,Business,2869,5,5,5,5,5,4,5,5,5,5,5,4,5,4,15,10.0
19521,1,Female,Loyal Customer,57,Business travel,Business,3386,1,1,1,1,4,4,5,4,4,5,5,4,4,3,0,0.0
19522,1,Male,Loyal Customer,41,Business travel,Business,147,2,2,2,2,2,5,4,5,5,5,4,4,5,5,5,0.0
19523,1,Female,disloyal Customer,26,Business travel,Business,1371,5,0,5,3,2,5,2,2,3,2,5,5,4,2,51,57.0
19524,0,Female,disloyal Customer,25,Business travel,Business,1392,3,5,4,3,2,4,3,2,5,2,4,3,5,2,0,0.0
19525,1,Female,Loyal Customer,58,Business travel,Business,3084,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0.0
19526,0,Female,Loyal Customer,58,Business travel,Business,2320,4,2,2,2,3,4,4,4,4,4,4,1,4,2,0,0.0
19527,0,Male,Loyal Customer,39,Business travel,Business,91,3,2,2,2,2,3,3,3,3,2,3,3,3,2,5,4.0
19528,1,Female,Loyal Customer,17,Personal Travel,Business,1376,4,4,4,1,4,4,4,4,1,2,5,5,4,4,0,2.0
19529,1,Female,Loyal Customer,37,Business travel,Business,1586,2,2,2,2,1,3,3,4,4,4,5,1,4,4,30,23.0
19530,1,Female,Loyal Customer,49,Business travel,Business,201,4,4,1,4,3,4,2,5,5,5,4,3,5,1,0,5.0
19531,1,Male,Loyal Customer,38,Business travel,Business,3598,5,5,1,5,2,4,1,5,5,4,5,2,5,4,68,81.0
19532,0,Female,disloyal Customer,27,Business travel,Eco,1223,4,0,4,2,5,4,5,5,1,1,5,4,2,5,0,0.0
19533,0,Male,Loyal Customer,36,Business travel,Business,76,1,3,4,3,3,4,3,3,3,3,1,3,3,4,40,31.0
19534,0,Male,disloyal Customer,22,Business travel,Eco,1773,2,5,2,1,1,2,1,1,1,2,4,3,2,1,29,22.0
19535,1,Female,Loyal Customer,50,Business travel,Eco,213,5,2,2,2,2,3,2,5,5,5,5,1,5,5,62,53.0
19536,1,Male,Loyal Customer,52,Business travel,Business,2914,5,5,5,5,2,1,2,4,4,4,3,3,4,4,0,0.0
19537,1,Female,Loyal Customer,46,Business travel,Business,80,0,4,0,1,5,4,2,5,5,5,5,4,5,4,0,0.0
19538,1,Male,Loyal Customer,33,Business travel,Eco,1358,5,2,2,2,5,5,5,5,3,1,4,1,2,5,0,17.0
19539,1,Male,Loyal Customer,52,Business travel,Business,1948,5,5,5,5,4,4,2,4,4,4,5,3,4,5,0,0.0
19540,1,Female,Loyal Customer,37,Business travel,Eco,1831,5,1,1,1,5,5,5,5,1,4,3,2,3,5,87,78.0
19541,1,Male,Loyal Customer,38,Business travel,Eco,1017,5,3,3,3,5,5,5,5,3,2,3,4,5,5,36,33.0
19542,0,Female,disloyal Customer,43,Business travel,Eco,1430,2,0,2,1,5,2,5,5,4,2,1,3,2,5,73,73.0
19543,1,Female,Loyal Customer,20,Business travel,Business,1085,5,5,5,5,5,5,3,5,4,4,4,1,1,5,72,64.0
19544,1,Female,Loyal Customer,60,Business travel,Eco,53,4,4,4,4,1,3,4,4,4,4,4,3,4,3,2,0.0
19545,1,Female,Loyal Customer,34,Business travel,Business,4779,1,1,1,1,4,5,4,3,5,2,1,4,5,4,117,149.0
19546,0,Female,disloyal Customer,38,Business travel,Eco,1964,2,0,2,4,3,2,3,3,4,4,4,4,4,3,0,0.0
19547,1,Male,Loyal Customer,38,Business travel,Eco,1323,4,1,1,1,4,4,4,4,3,4,1,3,1,4,23,13.0
19548,1,Female,Loyal Customer,48,Business travel,Business,2274,0,5,0,2,2,3,1,5,5,5,5,4,5,3,22,20.0
19549,0,Female,disloyal Customer,44,Business travel,Eco,2194,3,0,3,4,3,4,4,1,4,1,2,4,3,4,145,148.0
19550,0,Female,disloyal Customer,40,Business travel,Business,1150,3,3,3,4,5,3,5,5,1,3,4,4,3,5,0,0.0
19551,0,Male,disloyal Customer,40,Business travel,Eco,1507,4,4,4,3,5,4,5,5,2,3,2,3,4,5,0,1.0
19552,0,Male,Loyal Customer,50,Business travel,Business,1628,1,5,5,5,3,3,3,3,3,2,1,2,3,3,67,72.0
19553,0,Male,Loyal Customer,43,Business travel,Eco,1262,2,3,3,3,1,2,1,1,1,1,4,4,4,1,123,129.0
19554,0,Female,disloyal Customer,16,Business travel,Eco,1462,2,4,2,3,2,2,2,2,2,1,3,4,3,2,105,97.0
19555,0,Male,disloyal Customer,33,Business travel,Eco,911,1,2,0,3,1,0,1,1,1,3,3,4,3,1,8,13.0
19556,1,Female,Loyal Customer,52,Business travel,Eco,80,5,4,3,4,3,4,3,5,5,5,5,2,5,5,50,44.0
19557,1,Female,Loyal Customer,59,Business travel,Business,2114,1,1,1,1,4,3,4,1,2,5,5,4,5,4,142,137.0
19558,0,Female,disloyal Customer,55,Business travel,Eco,1143,3,4,3,3,2,3,2,2,1,1,3,1,4,2,0,0.0
19559,0,Male,Loyal Customer,70,Business travel,Business,105,3,2,2,2,4,4,3,2,2,2,3,2,2,2,2,0.0
19560,1,Male,Loyal Customer,17,Business travel,Business,4909,3,3,3,3,4,4,4,4,2,5,2,3,2,4,0,0.0
19561,0,Female,disloyal Customer,37,Business travel,Eco,1088,3,0,3,1,5,3,5,5,1,2,4,4,5,5,0,0.0
19562,0,Female,disloyal Customer,21,Business travel,Eco,1782,3,2,3,3,5,3,5,5,2,5,4,2,4,5,8,17.0
19563,0,Female,disloyal Customer,30,Business travel,Eco,1353,2,0,2,4,1,2,2,1,1,5,3,3,1,1,0,0.0
19564,0,Male,Loyal Customer,47,Business travel,Business,88,2,3,2,3,1,4,3,2,2,3,2,3,2,1,0,0.0
19565,1,Male,Loyal Customer,37,Business travel,Eco,1086,4,2,2,2,4,4,4,4,5,1,1,1,2,4,0,0.0
19566,0,Female,Loyal Customer,22,Business travel,Eco,2088,2,4,4,4,2,2,3,2,2,1,4,1,3,2,13,14.0
19567,0,Male,Loyal Customer,54,Business travel,Eco,1633,1,1,1,1,1,1,1,1,4,4,3,4,2,1,32,47.0
19568,1,Female,Loyal Customer,44,Business travel,Business,2289,0,3,0,4,1,4,1,1,1,1,1,4,1,5,48,45.0
19569,0,Female,Loyal Customer,47,Business travel,Business,3779,3,2,2,2,1,4,3,4,4,4,3,3,4,3,0,0.0
19570,0,Female,disloyal Customer,20,Business travel,Eco,1101,3,0,4,4,1,4,1,1,2,5,4,3,3,1,40,52.0
19571,0,Male,Loyal Customer,37,Business travel,Eco,2009,2,5,1,5,2,2,2,2,2,2,4,4,3,2,2,0.0
19572,1,Male,Loyal Customer,27,Business travel,Business,5190,1,1,1,1,5,5,4,5,4,5,4,5,1,5,3,0.0
19573,0,Female,disloyal Customer,25,Business travel,Eco,2039,2,1,2,4,2,2,2,2,1,5,3,4,3,2,37,30.0
19574,0,Male,disloyal Customer,29,Business travel,Eco,1266,2,3,2,3,5,2,1,5,4,3,3,3,3,5,0,0.0
19575,1,Female,Loyal Customer,63,Business travel,Eco,94,4,4,4,4,3,1,3,4,4,4,4,3,4,2,47,67.0
19576,1,Female,Loyal Customer,37,Business travel,Eco,1533,5,4,4,4,5,5,5,5,3,2,4,3,5,5,0,0.0
19577,0,Male,Loyal Customer,80,Business travel,Business,3635,4,5,5,5,3,3,3,3,3,3,4,4,3,1,25,11.0
19578,0,Male,Loyal Customer,45,Personal Travel,Eco,1711,2,5,0,1,2,0,5,2,5,5,4,4,4,2,0,0.0
19579,1,Female,Loyal Customer,37,Personal Travel,Eco,1161,3,3,4,3,5,4,4,2,2,2,2,4,2,3,40,46.0
19580,0,Male,Loyal Customer,37,Personal Travel,Eco,1680,3,4,3,3,3,3,3,3,4,2,3,1,3,3,93,99.0
19581,1,Female,Loyal Customer,58,Personal Travel,Eco,222,2,2,5,2,2,5,4,2,2,2,2,4,2,5,5,6.0
19582,0,Female,Loyal Customer,44,Personal Travel,Eco,205,4,5,0,1,3,4,4,4,4,0,2,5,4,5,57,80.0
19583,0,Male,Loyal Customer,26,Personal Travel,Eco,763,3,4,3,5,3,3,3,3,5,5,4,4,4,3,0,0.0
19584,0,Male,Loyal Customer,56,Personal Travel,Eco,1915,3,3,3,4,4,3,1,4,1,3,4,4,3,4,29,25.0
19585,0,Male,Loyal Customer,10,Personal Travel,Eco,1431,3,5,3,1,2,3,2,2,5,2,4,4,5,2,66,68.0
19586,1,Female,Loyal Customer,13,Personal Travel,Eco,1588,3,3,2,3,4,4,4,5,5,5,5,5,5,3,0,0.0
19587,0,Male,Loyal Customer,60,Personal Travel,Eco,1573,4,5,4,4,5,4,5,5,3,5,5,5,4,5,0,0.0
19588,0,Male,Loyal Customer,12,Personal Travel,Eco,1101,3,4,3,3,4,3,4,4,3,3,4,2,4,4,6,17.0
19589,0,Male,Loyal Customer,14,Personal Travel,Eco,1229,2,4,2,3,1,2,1,1,1,2,4,1,4,1,0,0.0
19590,1,Female,Loyal Customer,14,Personal Travel,Eco,1283,4,3,4,2,2,4,2,2,4,3,2,3,3,2,0,0.0
19591,1,Female,Loyal Customer,64,Personal Travel,Eco,205,3,3,3,3,1,5,2,5,5,5,5,4,5,5,26,17.0
19592,0,Male,Loyal Customer,52,Personal Travel,Eco,1782,3,2,3,4,5,3,5,5,1,2,3,1,4,5,0,0.0
19593,0,Male,Loyal Customer,24,Personal Travel,Eco,1210,2,4,0,2,4,0,4,4,3,2,5,3,4,4,45,69.0
19594,0,Male,Loyal Customer,15,Personal Travel,Eco,1115,2,1,2,3,5,2,5,5,1,4,4,1,4,5,0,0.0
19595,0,Male,Loyal Customer,40,Personal Travel,Eco,1808,4,5,4,2,5,4,5,5,2,2,5,3,4,5,60,63.0
19596,1,Female,Loyal Customer,56,Personal Travel,Eco,81,5,5,5,5,2,4,5,4,4,5,5,3,4,5,19,17.0
19597,1,Male,Loyal Customer,28,Personal Travel,Eco,1792,0,5,0,3,5,0,5,5,4,4,5,3,4,5,24,0.0
19598,0,Male,Loyal Customer,51,Personal Travel,Eco,1398,1,5,1,2,4,1,4,4,3,4,5,4,5,4,0,0.0
19599,1,Female,Loyal Customer,43,Business travel,Eco Plus,81,2,4,4,4,2,2,2,2,2,2,2,3,2,3,0,0.0
19600,0,Female,disloyal Customer,22,Business travel,Eco Plus,1034,3,3,3,4,5,3,5,5,4,1,3,1,3,5,20,31.0
19601,0,Female,Loyal Customer,33,Personal Travel,Eco Plus,1197,4,5,0,2,3,0,3,3,5,3,4,5,5,3,0,0.0
19602,0,Male,Loyal Customer,12,Personal Travel,Eco Plus,1552,2,4,0,2,2,0,5,2,5,4,4,5,5,2,2,3.0
19603,0,Male,Loyal Customer,65,Personal Travel,Eco Plus,1055,3,2,3,3,4,3,4,4,4,5,4,2,4,4,0,0.0
19604,1,Female,Loyal Customer,56,Business travel,Eco Plus,68,4,5,5,5,5,1,2,4,4,4,4,2,4,5,79,90.0
19605,1,Female,Loyal Customer,33,Business travel,Eco Plus,1586,4,4,5,5,4,4,4,4,2,5,1,4,3,4,21,17.0
19606,1,Male,Loyal Customer,54,Business travel,Business,458,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0,0.0
19607,0,Female,Loyal Customer,54,Business travel,Eco,440,2,5,2,5,1,3,3,2,2,2,2,2,2,1,0,0.0
19608,0,Female,disloyal Customer,36,Business travel,Eco,1110,3,3,3,4,2,3,2,2,2,4,4,1,3,2,113,115.0
19609,1,Male,Loyal Customer,65,Business travel,Business,3713,3,3,3,3,2,4,3,4,4,4,4,5,4,5,1,0.0
19610,1,Male,Loyal Customer,48,Business travel,Eco,1133,5,2,2,2,5,5,5,5,4,4,1,2,5,5,116,106.0
19611,0,Male,Loyal Customer,43,Business travel,Eco,1741,2,4,4,4,2,2,2,2,2,4,3,4,2,2,21,24.0
19612,0,Female,disloyal Customer,23,Business travel,Eco,1254,3,0,3,2,1,3,1,1,3,3,3,4,1,1,0,0.0
19613,1,Male,Loyal Customer,65,Business travel,Business,3798,2,2,3,2,2,3,4,5,5,5,5,5,5,2,0,0.0
19614,0,Female,disloyal Customer,38,Business travel,Eco,1810,2,2,2,4,5,2,2,5,1,2,3,3,4,5,46,41.0
19615,1,Female,Loyal Customer,38,Personal Travel,Eco,1911,2,2,2,2,3,2,2,4,4,4,4,2,4,1,26,15.0
19616,0,Male,Loyal Customer,22,Personal Travel,Eco,1881,3,4,3,4,5,3,5,5,3,5,3,2,4,5,0,0.0
19617,1,Female,Loyal Customer,47,Personal Travel,Eco,461,2,2,2,2,4,4,5,5,5,5,5,3,5,5,0,0.0
19618,0,Male,Loyal Customer,61,Personal Travel,Eco,1995,3,4,1,2,2,1,2,2,2,5,1,4,1,2,0,0.0
19619,0,Male,Loyal Customer,55,Personal Travel,Eco,2277,2,2,2,3,1,2,1,1,2,2,3,2,4,1,4,3.0
19620,0,Male,disloyal Customer,24,Business travel,Eco,1521,3,0,3,1,4,3,4,4,2,4,3,5,2,4,89,0.0
19621,0,Male,Loyal Customer,56,Business travel,Eco Plus,1886,4,5,5,5,4,4,4,4,1,2,4,3,4,4,13,5.0
19622,0,Male,Loyal Customer,38,Personal Travel,Eco Plus,2156,3,5,3,1,2,3,2,2,3,1,5,4,1,2,10,4.0
19623,0,Male,Loyal Customer,49,Business travel,Business,745,3,2,2,2,4,3,3,3,3,2,3,1,3,4,7,0.0
19624,1,Female,Loyal Customer,56,Business travel,Business,1692,0,0,0,4,3,5,5,3,3,3,3,3,3,4,82,78.0
19625,1,Female,Loyal Customer,31,Personal Travel,Business,2151,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0.0
19626,1,Female,Loyal Customer,29,Business travel,Business,3999,3,3,2,3,5,5,5,1,2,2,5,5,5,5,158,164.0
19627,1,Male,Loyal Customer,29,Business travel,Business,3257,4,4,4,4,3,3,3,3,1,5,4,3,3,3,0,0.0
19628,1,Female,Loyal Customer,24,Business travel,Business,4439,1,2,1,1,5,5,5,5,1,4,3,3,1,5,0,0.0
19629,1,Male,Loyal Customer,22,Business travel,Business,5212,3,3,3,3,4,4,4,4,5,4,2,4,1,4,82,75.0
19630,0,Female,disloyal Customer,36,Business travel,Eco,2067,1,0,1,3,5,1,2,5,5,2,4,2,4,5,4,0.0
19631,0,Male,Loyal Customer,17,Business travel,Business,3321,3,1,1,1,3,3,3,3,1,1,3,3,3,3,4,0.0
19632,0,Female,disloyal Customer,21,Business travel,Eco,2184,3,1,3,2,4,3,4,4,1,5,1,1,2,4,2,13.0
19633,1,Female,Loyal Customer,59,Business travel,Business,761,4,4,5,4,3,4,4,5,5,5,5,4,5,3,11,4.0
19634,1,Female,disloyal Customer,25,Business travel,Eco,1780,0,2,0,3,2,0,2,2,5,2,4,4,4,2,0,0.0
19635,0,Female,disloyal Customer,45,Business travel,Eco,1335,4,3,4,5,1,4,1,1,3,2,4,1,5,1,0,0.0
19636,0,Female,Loyal Customer,39,Personal Travel,Eco,1820,3,5,3,4,3,3,3,3,3,4,4,5,5,3,7,5.0
19637,0,Male,Loyal Customer,10,Personal Travel,Eco,1766,3,3,3,2,4,3,4,4,4,5,2,2,3,4,0,0.0
19638,0,Female,Loyal Customer,32,Personal Travel,Eco,2647,2,5,2,2,2,4,3,2,1,4,3,3,3,3,119,142.0
19639,0,Male,Loyal Customer,37,Personal Travel,Eco,2121,1,4,1,4,2,1,2,2,3,2,4,4,3,2,69,52.0
19640,0,Male,Loyal Customer,20,Personal Travel,Eco,2283,1,3,1,2,3,1,3,3,4,5,3,4,1,3,42,33.0
19641,1,Female,Loyal Customer,70,Personal Travel,Eco,551,1,1,1,1,3,4,2,5,5,5,5,1,5,1,14,3.0
19642,0,Male,Loyal Customer,9,Personal Travel,Eco,1632,3,2,3,3,4,3,4,4,3,1,3,1,4,4,10,0.0
19643,0,Male,disloyal Customer,39,Business travel,Eco Plus,1655,3,3,3,4,5,3,2,5,1,3,3,4,1,5,0,0.0
19644,0,Female,Loyal Customer,60,Business travel,Eco Plus,580,1,1,1,1,5,3,3,1,1,1,1,4,1,4,37,30.0
19645,1,Male,Loyal Customer,45,Business travel,Eco Plus,1666,2,4,4,4,3,2,3,3,3,5,2,1,5,3,0,0.0
19646,1,Female,Loyal Customer,27,Personal Travel,Eco Plus,1471,5,5,5,5,3,4,4,4,4,5,4,5,4,5,2,0.0
19647,0,Male,Loyal Customer,50,Personal Travel,Eco Plus,1826,4,3,5,2,4,5,4,4,4,1,1,1,5,4,0,0.0
19648,1,Female,Loyal Customer,52,Business travel,Business,765,1,1,1,1,4,5,4,5,5,4,5,5,5,4,0,0.0
19649,1,Male,disloyal Customer,17,Business travel,Eco,2328,4,4,4,4,2,4,2,2,1,2,4,4,3,2,0,0.0
19650,1,Female,Loyal Customer,28,Business travel,Business,3113,5,5,5,5,4,4,4,4,1,2,5,3,4,4,0,0.0
19651,1,Female,Loyal Customer,35,Business travel,Eco,1929,5,3,3,3,5,5,5,5,2,2,2,1,2,5,59,66.0
19652,0,Female,Loyal Customer,56,Business travel,Eco,801,1,3,3,3,2,4,3,1,1,1,1,3,1,3,0,0.0
19653,0,Male,disloyal Customer,39,Business travel,Business,1812,2,2,2,4,1,2,1,1,3,5,4,4,4,1,4,0.0
19654,0,Male,disloyal Customer,20,Business travel,Eco,1926,3,0,3,4,3,3,4,3,4,3,1,4,4,3,0,0.0
19655,0,Female,Loyal Customer,43,Personal Travel,Eco,2377,2,5,2,4,2,5,5,5,4,4,5,5,3,5,358,346.0
19656,1,Female,Loyal Customer,67,Personal Travel,Eco,790,4,5,4,3,5,5,4,1,1,4,1,3,1,4,15,3.0
19657,1,Female,Loyal Customer,23,Personal Travel,Eco,2608,5,5,5,5,4,4,4,4,3,5,4,4,5,4,0,0.0
19658,1,Female,Loyal Customer,59,Business travel,Eco,1270,4,3,3,3,2,1,4,4,4,4,4,3,4,1,41,93.0
19659,1,Male,Loyal Customer,38,Business travel,Business,3102,1,1,1,1,4,5,2,4,4,4,4,4,4,2,18,0.0
19660,0,Male,Loyal Customer,39,Business travel,Business,3065,3,5,5,5,4,2,3,3,3,3,3,3,3,1,0,0.0
19661,0,Male,Loyal Customer,36,Personal Travel,Eco,2603,2,5,2,3,3,2,1,3,5,3,3,3,5,3,0,22.0
19662,0,Male,Loyal Customer,29,Personal Travel,Eco,2115,4,5,4,4,4,4,1,4,3,2,3,4,5,4,12,0.0
19663,0,Female,Loyal Customer,12,Business travel,Eco Plus,2841,2,3,3,3,2,2,3,2,1,1,4,2,3,2,40,42.0
19664,0,Female,disloyal Customer,23,Business travel,Eco,1499,2,0,2,4,1,2,1,1,3,5,4,4,5,1,6,0.0
19665,1,Female,disloyal Customer,23,Business travel,Business,1629,0,0,0,3,3,0,3,3,5,3,4,3,5,3,21,20.0
19666,1,Male,Loyal Customer,59,Business travel,Business,513,4,4,4,4,5,4,4,4,4,5,4,3,4,5,63,61.0
19667,1,Male,Loyal Customer,33,Business travel,Business,1454,2,2,2,2,4,4,4,4,4,3,5,5,4,4,92,83.0
19668,1,Female,Loyal Customer,80,Business travel,Business,3412,4,4,3,4,5,4,5,3,3,3,3,5,3,4,13,10.0
19669,0,Male,Loyal Customer,67,Business travel,Business,2674,1,1,1,1,1,3,3,1,1,1,1,1,1,1,0,0.0
19670,0,Female,disloyal Customer,22,Business travel,Business,1869,2,1,2,2,1,2,1,1,3,5,2,1,1,1,5,6.0
19671,0,Male,Loyal Customer,25,Personal Travel,Business,1719,3,4,3,1,3,3,3,3,2,5,5,3,1,3,0,0.0
19672,1,Female,Loyal Customer,44,Personal Travel,Business,476,4,4,4,4,2,5,5,5,5,5,5,3,5,5,0,0.0
19673,0,Male,disloyal Customer,29,Business travel,Eco,1651,3,0,3,4,1,3,1,1,1,4,4,5,3,1,40,34.0
19674,0,Male,disloyal Customer,46,Business travel,Eco,1482,2,4,2,3,3,2,4,3,1,1,2,4,2,3,68,80.0
19675,1,Male,Loyal Customer,31,Business travel,Business,4767,5,5,5,5,4,4,4,4,4,1,2,2,5,4,55,48.0
19676,1,Male,Loyal Customer,38,Business travel,Business,3542,4,4,4,4,2,5,2,4,4,4,4,3,4,5,5,0.0
19677,0,Female,disloyal Customer,38,Business travel,Eco,1476,2,0,1,1,2,1,2,2,2,5,5,3,5,2,65,59.0
19678,1,Female,Loyal Customer,57,Business travel,Eco,432,4,5,5,5,3,2,5,4,4,4,4,5,4,3,22,23.0
19679,1,Male,disloyal Customer,38,Business travel,Eco,2252,0,5,0,4,1,0,1,1,4,3,2,5,1,1,0,0.0
19680,1,Female,Loyal Customer,51,Business travel,Eco,456,4,2,5,2,1,2,4,4,4,4,4,3,4,3,12,6.0
19681,1,Female,Loyal Customer,57,Business travel,Eco,2359,5,3,2,3,5,5,5,5,3,5,4,5,2,5,179,168.0
19682,1,Female,Loyal Customer,19,Business travel,Business,1639,5,3,5,5,4,4,4,4,2,2,1,2,3,4,0,0.0
19683,1,Male,Loyal Customer,37,Business travel,Eco,2050,4,2,2,2,4,4,4,1,1,3,5,4,5,4,291,310.0
19684,0,Female,Loyal Customer,56,Business travel,Eco,423,4,5,5,5,3,4,4,4,4,4,4,4,4,3,0,0.0
19685,0,Male,Loyal Customer,52,Business travel,Eco,2246,4,3,3,3,4,4,4,4,4,3,2,1,2,4,69,82.0
19686,1,Female,Loyal Customer,35,Business travel,Business,455,2,2,2,2,2,1,5,4,4,4,4,3,4,4,11,0.0
19687,0,Female,disloyal Customer,25,Business travel,Eco,2233,4,0,4,3,1,4,1,1,3,5,5,2,5,1,0,0.0
19688,1,Male,Loyal Customer,34,Business travel,Business,3482,5,1,5,5,3,2,4,5,5,5,5,4,5,5,104,106.0
19689,0,Male,disloyal Customer,45,Business travel,Eco,1403,2,5,2,2,3,2,3,3,4,4,4,3,3,3,0,0.0
19690,1,Female,Loyal Customer,23,Business travel,Business,4856,1,1,1,1,4,4,4,4,4,2,3,5,5,4,10,4.0
19691,1,Male,Loyal Customer,24,Business travel,Business,4848,1,1,1,1,5,5,5,5,5,1,3,1,2,5,29,27.0
19692,1,Male,Loyal Customer,42,Business travel,Business,478,4,4,4,4,1,3,5,4,4,4,4,4,4,2,44,33.0
19693,1,Female,Loyal Customer,40,Business travel,Business,3678,5,5,5,5,1,1,5,4,4,5,4,5,4,1,0,0.0
19694,0,Female,disloyal Customer,36,Business travel,Eco,1590,1,0,1,5,5,1,5,5,5,4,4,2,4,5,0,0.0
19695,0,Male,Loyal Customer,48,Business travel,Business,444,3,4,4,4,3,3,4,3,3,3,3,4,3,4,19,24.0
19696,1,Female,Loyal Customer,54,Business travel,Eco,480,4,3,3,3,5,1,5,4,4,4,4,1,4,3,0,1.0
19697,0,Female,disloyal Customer,45,Business travel,Eco,1494,4,4,4,4,1,4,4,1,4,2,4,3,4,1,52,51.0
19698,0,Female,Loyal Customer,47,Business travel,Business,491,2,2,2,2,5,4,3,2,2,1,2,2,2,2,10,0.0
19699,0,Male,disloyal Customer,38,Business travel,Eco,1875,2,0,2,1,2,2,2,2,5,2,2,3,5,2,1,0.0
19700,0,Female,disloyal Customer,25,Business travel,Eco,2256,2,4,2,2,1,2,1,1,2,3,4,1,5,1,108,98.0
19701,1,Male,Loyal Customer,16,Business travel,Business,1398,1,1,1,1,4,4,4,4,3,5,3,1,4,4,13,6.0
19702,1,Male,Loyal Customer,57,Business travel,Business,1612,5,5,5,5,2,5,1,4,4,4,4,3,4,5,0,5.0
19703,0,Male,Loyal Customer,39,Business travel,Business,490,2,4,5,4,3,4,4,2,2,2,2,3,2,2,52,55.0
19704,1,Male,Loyal Customer,30,Business travel,Business,1455,2,2,2,2,4,4,4,4,3,4,1,1,2,4,0,0.0
19705,1,Male,Loyal Customer,48,Business travel,Business,520,2,2,2,2,3,4,5,5,5,5,5,4,5,2,0,0.0
19706,1,Female,Loyal Customer,44,Business travel,Business,1575,3,3,3,3,2,2,1,5,5,5,5,4,5,2,91,91.0
19707,0,Male,disloyal Customer,36,Business travel,Eco,2126,1,2,0,4,2,0,2,2,1,1,3,4,4,2,0,0.0
19708,0,Female,Loyal Customer,51,Business travel,Business,1993,3,2,2,2,2,2,3,3,3,3,3,1,3,2,3,0.0
19709,1,Female,disloyal Customer,24,Business travel,Eco,1349,5,0,5,1,5,5,5,5,2,3,1,3,3,5,0,0.0
19710,0,Female,Loyal Customer,80,Business travel,Business,503,3,4,4,4,3,4,4,3,3,3,3,2,3,4,2,0.0
19711,0,Male,Loyal Customer,46,Business travel,Business,1913,4,1,1,1,1,3,3,4,4,4,4,2,4,4,11,8.0
19712,1,Female,Loyal Customer,48,Business travel,Business,2304,3,3,3,3,4,1,2,5,5,5,5,5,5,5,0,0.0
19713,0,Male,Loyal Customer,44,Business travel,Business,2600,2,3,3,3,1,3,2,2,2,3,2,2,2,4,58,95.0
19714,0,Female,Loyal Customer,41,Business travel,Business,3114,2,3,3,3,3,3,4,2,2,2,2,2,2,3,128,115.0
19715,0,Male,Loyal Customer,67,Business travel,Business,3118,3,4,4,4,3,3,3,3,3,3,3,2,3,4,0,0.0
19716,0,Male,Loyal Customer,59,Business travel,Eco,1361,2,4,4,4,2,2,2,2,4,1,4,2,3,2,0,0.0
19717,0,Female,disloyal Customer,16,Business travel,Eco,1329,3,4,3,4,4,3,4,4,4,3,4,2,4,4,62,94.0
19718,0,Female,disloyal Customer,57,Business travel,Eco,1421,4,1,4,3,4,4,4,4,2,3,3,1,3,4,23,54.0
19719,1,Male,Loyal Customer,30,Business travel,Business,1609,4,4,5,4,3,3,3,3,1,3,5,2,2,3,0,0.0
19720,1,Male,Loyal Customer,51,Personal Travel,Eco,2391,4,2,4,3,3,4,3,3,2,4,3,1,4,3,3,22.0
19721,1,Female,Loyal Customer,53,Personal Travel,Eco,412,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0.0
19722,0,Male,Loyal Customer,52,Personal Travel,Eco,1165,2,4,2,1,5,2,5,5,4,5,5,5,4,5,65,64.0
19723,1,Female,Loyal Customer,34,Personal Travel,Eco,2073,5,5,5,5,5,5,5,5,3,1,5,4,2,5,0,0.0
19724,1,Female,Loyal Customer,7,Personal Travel,Eco,1431,4,5,5,5,4,2,2,4,4,4,4,2,4,2,7,0.0
19725,1,Female,Loyal Customer,49,Personal Travel,Eco,499,3,3,3,3,4,5,4,5,5,5,5,3,5,5,4,8.0
19726,0,Male,Loyal Customer,31,Personal Travel,Eco,1687,2,1,2,4,1,2,1,1,1,4,4,4,3,1,31,51.0
19727,0,Male,Loyal Customer,11,Personal Travel,Eco,1908,2,5,5,2,2,5,2,2,5,3,5,3,4,2,0,0.0
